cliente_id,idade,estado_residencia,qtd_produtos_adquiridos,categoria_fidelidade
CLI-24768,57,Rio de Janeiro (RJ),4,Gold
CLI-30384,39,Paraná (PR),2,Silver
CLI-62403,57,Paraná (PR),4,Gold
CLI-41845,36,Rio de Janeiro (RJ),3,Gold
CLI-22132,27,São Paulo (SP),2,Silver
CLI-54129,40,Rio de Janeiro (RJ),3,Gold
CLI-51984,30,São Paulo (SP),1,Silver
CLI-88188,65,São Paulo (SP),4,Gold
CLI-71711,41,São Paulo (SP),4,Gold
CLI-42749,19,São Paulo (SP),2,Silver
CLI-35317,22,Rio de Janeiro (RJ),1,Silver
CLI-74990,48,São Paulo (SP),4,Gold
CLI-33917,39,Rio de Janeiro (RJ),2,Silver
CLI-95849,23,São Paulo (SP),2,Silver
CLI-79364,26,Bahia (BA),1,Silver
CLI-14004,53,Bahia (BA),4,Gold
CLI-99327,64,Minas Gerais (MG),3,Gold
CLI-19198,27,Rio de Janeiro (RJ),2,Silver
CLI-35571,63,Bahia (BA),2,Silver
CLI-99535,37,Bahia (BA),4,Gold
CLI-11908,56,Rio de Janeiro (RJ),3,Gold
CLI-96346,50,São Paulo (SP),4,Gold
CLI-54695,57,São Paulo (SP),4,Gold
CLI-56914,56,Minas Gerais (MG),3,Gold
CLI-52955,30,Rio de Janeiro (RJ),1,Silver
CLI-50428,51,Bahia (BA),2,Silver
CLI-87967,60,Minas Gerais (MG),3,Gold
CLI-62198,44,Rio de Janeiro (RJ),3,Gold
CLI-73195,38,Minas Gerais (MG),1,Silver
CLI-96931,27,Bahia (BA),2,Silver
CLI-54473,62,Minas Gerais (MG),1,Silver
CLI-13671,55,Minas Gerais (MG),2,Silver
CLI-53687,39,Paraná (PR),2,Silver
CLI-73891,54,Minas Gerais (MG),1,Silver
CLI-53300,55,Minas Gerais (MG),2,Silver
CLI-34270,55,São Paulo (SP),4,Gold
CLI-86431,53,Rio de Janeiro (RJ),4,Gold
CLI-30741,18,Minas Gerais (MG),1,Silver
CLI-76327,19,Rio de Janeiro (RJ),2,Silver
CLI-55959,30,Rio de Janeiro (RJ),1,Silver
CLI-47200,50,Paraná (PR),1,Silver
CLI-77238,32,Rio de Janeiro (RJ),3,Gold
CLI-62771,18,Minas Gerais (MG),1,Silver
CLI-74365,44,São Paulo (SP),4,Gold
CLI-53149,65,Minas Gerais (MG),4,Gold
CLI-93275,37,Paraná (PR),4,Gold
CLI-14478,35,Paraná (PR),2,Silver
CLI-86645,39,Paraná (PR),2,Silver
CLI-55353,61,São Paulo (SP),4,Gold
CLI-68740,41,Paraná (PR),4,Gold
CLI-86796,54,São Paulo (SP),4,Gold
CLI-87685,54,Minas Gerais (MG),1,Silver
CLI-56758,40,Bahia (BA),3,Gold
CLI-68203,36,Rio de Janeiro (RJ),3,Gold
CLI-66182,45,Bahia (BA),4,Gold
CLI-41510,63,Minas Gerais (MG),2,Silver
CLI-25468,38,Rio de Janeiro (RJ),1,Silver
CLI-50046,45,Paraná (PR),4,Gold
CLI-73858,19,Rio de Janeiro (RJ),2,Silver
CLI-13441,25,Rio de Janeiro (RJ),4,Gold
CLI-88896,30,Paraná (PR),1,Silver
CLI-33701,43,São Paulo (SP),4,Gold
CLI-34463,31,Minas Gerais (MG),2,Silver
CLI-73918,39,Minas Gerais (MG),2,Silver
CLI-85373,60,São Paulo (SP),3,Gold
CLI-80571,49,São Paulo (SP),4,Gold
CLI-54002,49,Rio de Janeiro (RJ),4,Gold
CLI-13616,40,Bahia (BA),3,Gold
CLI-92086,50,São Paulo (SP),4,Gold
CLI-89174,34,Paraná (PR),1,Silver
CLI-19580,47,Paraná (PR),2,Silver
CLI-67506,52,São Paulo (SP),4,Gold
CLI-36315,57,Rio de Janeiro (RJ),4,Gold
CLI-93665,21,São Paulo (SP),4,Gold
CLI-21584,21,Minas Gerais (MG),4,Gold
CLI-76448,54,São Paulo (SP),4,Gold
CLI-99022,40,São Paulo (SP),4,Gold
CLI-44833,34,Minas Gerais (MG),1,Silver
CLI-96072,39,Minas Gerais (MG),2,Silver
CLI-12011,51,Rio de Janeiro (RJ),2,Silver
CLI-92037,64,Minas Gerais (MG),3,Gold
CLI-97928,25,São Paulo (SP),4,Gold
CLI-53338,39,Bahia (BA),2,Silver
CLI-38311,28,Bahia (BA),3,Gold
CLI-23458,23,Rio de Janeiro (RJ),2,Silver
CLI-22669,47,Paraná (PR),2,Silver
CLI-40452,35,Rio de Janeiro (RJ),2,Silver
CLI-31890,31,São Paulo (SP),2,Silver
CLI-34770,28,Paraná (PR),3,Gold
CLI-83939,41,Minas Gerais (MG),4,Gold
CLI-63138,18,São Paulo (SP),1,Silver
CLI-30533,25,São Paulo (SP),4,Gold
CLI-46990,25,Bahia (BA),4,Gold
CLI-54151,35,Paraná (PR),2,Silver
CLI-16444,48,Bahia (BA),3,Gold
CLI-66156,40,Paraná (PR),3,Gold
CLI-45269,62,Bahia (BA),1,Silver
CLI-10020,51,Minas Gerais (MG),2,Silver
CLI-49578,27,Bahia (BA),2,Silver
CLI-99461,29,Paraná (PR),4,Gold
CLI-15223,62,Rio de Janeiro (RJ),1,Silver
CLI-57714,31,Bahia (BA),2,Silver
CLI-92352,47,Paraná (PR),2,Silver
CLI-66069,47,Bahia (BA),2,Silver
CLI-63076,21,Rio de Janeiro (RJ),4,Gold
CLI-15505,32,Paraná (PR),3,Gold
CLI-25966,58,Paraná (PR),1,Silver
CLI-78901,29,Paraná (PR),4,Gold
CLI-83399,32,Bahia (BA),3,Gold
CLI-19229,30,Minas Gerais (MG),1,Silver
CLI-44409,28,Rio de Janeiro (RJ),3,Gold
CLI-62187,61,Minas Gerais (MG),4,Gold
CLI-81267,52,Bahia (BA),3,Gold
CLI-32265,38,Minas Gerais (MG),1,Silver
CLI-74278,28,Rio de Janeiro (RJ),3,Gold
CLI-27345,38,Bahia (BA),1,Silver
CLI-84438,46,Bahia (BA),1,Silver
CLI-24253,23,Minas Gerais (MG),2,Silver
CLI-54464,43,Paraná (PR),2,Silver
CLI-61561,29,Rio de Janeiro (RJ),4,Gold
CLI-46429,23,São Paulo (SP),2,Silver
CLI-33643,22,Paraná (PR),1,Silver
CLI-35033,39,Bahia (BA),2,Silver
CLI-37942,55,Bahia (BA),2,Silver
CLI-94935,31,Rio de Janeiro (RJ),2,Silver
CLI-77568,37,Minas Gerais (MG),4,Gold
CLI-25658,40,Bahia (BA),3,Gold
CLI-39846,53,São Paulo (SP),4,Gold
CLI-67308,22,Paraná (PR),1,Silver
CLI-47298,32,Bahia (BA),3,Gold
CLI-73949,27,Paraná (PR),2,Silver
CLI-17999,18,Minas Gerais (MG),1,Silver
CLI-90799,18,São Paulo (SP),1,Silver
CLI-29895,39,Paraná (PR),2,Silver
CLI-84953,38,Minas Gerais (MG),1,Silver
CLI-64902,51,São Paulo (SP),4,Gold
CLI-24314,57,Minas Gerais (MG),4,Gold
CLI-63920,41,Bahia (BA),4,Gold
CLI-53965,59,Paraná (PR),2,Silver
CLI-75412,26,São Paulo (SP),1,Silver
CLI-85757,35,São Paulo (SP),4,Gold
CLI-30476,48,Paraná (PR),3,Gold
CLI-44140,29,Paraná (PR),4,Gold
CLI-60265,32,Minas Gerais (MG),3,Gold
CLI-76092,57,Bahia (BA),4,Gold
CLI-40376,28,Paraná (PR),3,Gold
CLI-71668,52,Minas Gerais (MG),3,Gold
CLI-97291,56,Paraná (PR),3,Gold
CLI-97348,31,Paraná (PR),2,Silver
CLI-60547,25,Rio de Janeiro (RJ),4,Gold
CLI-40237,37,Rio de Janeiro (RJ),4,Gold
CLI-43462,32,Paraná (PR),3,Gold
CLI-49807,55,Paraná (PR),2,Silver
CLI-59406,20,Minas Gerais (MG),3,Gold
CLI-82362,56,Minas Gerais (MG),3,Gold
CLI-50794,48,Paraná (PR),3,Gold
CLI-17679,53,Minas Gerais (MG),4,Gold
CLI-43314,24,Paraná (PR),3,Gold
CLI-90171,47,São Paulo (SP),4,Gold
CLI-61152,29,Paraná (PR),4,Gold
CLI-79183,20,São Paulo (SP),3,Gold
CLI-59809,52,Bahia (BA),3,Gold
CLI-43047,32,Paraná (PR),3,Gold
CLI-45540,18,Rio de Janeiro (RJ),1,Silver
CLI-57756,54,Bahia (BA),1,Silver
CLI-31072,26,Minas Gerais (MG),1,Silver
CLI-99533,55,Bahia (BA),2,Silver
CLI-74664,57,Rio de Janeiro (RJ),4,Gold
CLI-41529,45,São Paulo (SP),4,Gold
CLI-85454,37,Bahia (BA),4,Gold
CLI-81023,32,Paraná (PR),3,Gold
CLI-74007,22,Bahia (BA),1,Silver
CLI-15244,38,Minas Gerais (MG),1,Silver
CLI-27804,28,Paraná (PR),3,Gold
CLI-36809,60,Bahia (BA),3,Gold
CLI-95786,64,Bahia (BA),3,Gold
CLI-34084,21,Paraná (PR),4,Gold
CLI-93185,59,São Paulo (SP),2,Silver
CLI-26282,42,Rio de Janeiro (RJ),1,Silver
CLI-58721,22,Bahia (BA),1,Silver
CLI-19058,45,Bahia (BA),4,Gold
CLI-53329,19,Minas Gerais (MG),2,Silver
CLI-36967,29,Rio de Janeiro (RJ),4,Gold
CLI-86721,38,Minas Gerais (MG),1,Silver
CLI-68056,27,Paraná (PR),2,Silver
CLI-71213,51,Rio de Janeiro (RJ),2,Silver
CLI-19647,29,Bahia (BA),4,Gold
CLI-10841,30,Paraná (PR),1,Silver
CLI-14363,49,Rio de Janeiro (RJ),4,Gold
CLI-62494,49,Paraná (PR),4,Gold
CLI-58689,46,Minas Gerais (MG),1,Silver
CLI-14987,57,Minas Gerais (MG),4,Gold
CLI-90078,38,Rio de Janeiro (RJ),1,Silver
CLI-70053,62,Paraná (PR),1,Silver
CLI-40615,24,Rio de Janeiro (RJ),3,Gold
CLI-39775,28,Rio de Janeiro (RJ),3,Gold
CLI-15591,45,São Paulo (SP),4,Gold
CLI-69960,33,Rio de Janeiro (RJ),4,Gold
CLI-75410,56,Minas Gerais (MG),3,Gold
CLI-67009,35,Minas Gerais (MG),2,Silver
CLI-69235,25,Paraná (PR),4,Gold
CLI-60056,40,São Paulo (SP),4,Gold
CLI-29279,41,Rio de Janeiro (RJ),4,Gold
CLI-21079,26,Bahia (BA),1,Silver
CLI-39242,48,São Paulo (SP),4,Gold
CLI-90241,19,Minas Gerais (MG),2,Silver
CLI-78494,39,Paraná (PR),2,Silver
CLI-29288,63,São Paulo (SP),2,Silver
CLI-73599,64,Paraná (PR),3,Gold
CLI-34896,32,Bahia (BA),3,Gold
CLI-23457,35,São Paulo (SP),4,Gold
CLI-99737,63,Rio de Janeiro (RJ),2,Silver
CLI-72893,49,Paraná (PR),4,Gold
CLI-17728,19,Paraná (PR),2,Silver
CLI-63394,59,Rio de Janeiro (RJ),2,Silver
CLI-36281,50,São Paulo (SP),4,Gold
CLI-22111,36,Minas Gerais (MG),3,Gold
CLI-70548,28,Rio de Janeiro (RJ),3,Gold
CLI-86830,39,Rio de Janeiro (RJ),2,Silver
CLI-70241,50,Minas Gerais (MG),1,Silver
CLI-53936,23,Bahia (BA),2,Silver
CLI-57665,50,Rio de Janeiro (RJ),1,Silver
CLI-49056,18,Bahia (BA),1,Silver
CLI-76209,24,Paraná (PR),3,Gold
CLI-10561,46,Minas Gerais (MG),1,Silver
CLI-91300,38,Bahia (BA),1,Silver
CLI-71145,59,São Paulo (SP),2,Silver
CLI-96404,33,São Paulo (SP),4,Gold
CLI-52502,34,Minas Gerais (MG),1,Silver
CLI-83075,59,Bahia (BA),2,Silver
CLI-64644,61,São Paulo (SP),4,Gold
CLI-50579,25,São Paulo (SP),4,Gold
CLI-78528,26,Rio de Janeiro (RJ),1,Silver
CLI-80927,51,Rio de Janeiro (RJ),2,Silver
CLI-21589,20,Bahia (BA),3,Gold
CLI-61217,54,Rio de Janeiro (RJ),1,Silver
CLI-85078,39,São Paulo (SP),4,Gold
CLI-46777,38,São Paulo (SP),4,Gold
CLI-63583,35,Paraná (PR),2,Silver
CLI-56449,38,Bahia (BA),1,Silver
CLI-79965,18,São Paulo (SP),1,Silver
CLI-40400,37,Paraná (PR),4,Gold
CLI-64665,58,Bahia (BA),1,Silver
CLI-85604,43,Rio de Janeiro (RJ),2,Silver
CLI-87452,33,Bahia (BA),4,Gold
CLI-54905,38,Rio de Janeiro (RJ),1,Silver
CLI-33185,60,Paraná (PR),3,Gold
CLI-44330,31,Rio de Janeiro (RJ),2,Silver
CLI-70428,34,Bahia (BA),1,Silver
CLI-65679,58,Paraná (PR),1,Silver
CLI-98746,44,São Paulo (SP),4,Gold
CLI-92254,27,São Paulo (SP),2,Silver
CLI-35727,24,Minas Gerais (MG),3,Gold
CLI-26726,35,Paraná (PR),2,Silver
CLI-31776,56,Bahia (BA),3,Gold
CLI-77708,19,Minas Gerais (MG),2,Silver
CLI-21007,41,São Paulo (SP),4,Gold
CLI-24760,23,Minas Gerais (MG),2,Silver
CLI-87245,24,São Paulo (SP),3,Gold
CLI-63433,20,Minas Gerais (MG),3,Gold
CLI-84599,36,São Paulo (SP),4,Gold
CLI-99622,62,Minas Gerais (MG),1,Silver
CLI-74743,38,Bahia (BA),1,Silver
CLI-37210,61,Paraná (PR),4,Gold
CLI-96723,20,Rio de Janeiro (RJ),3,Gold
CLI-20466,30,São Paulo (SP),1,Silver
CLI-34599,23,Bahia (BA),2,Silver
CLI-18807,38,Minas Gerais (MG),1,Silver
CLI-64704,61,Rio de Janeiro (RJ),4,Gold
CLI-56998,48,Minas Gerais (MG),3,Gold
CLI-54492,28,São Paulo (SP),3,Gold
CLI-80079,41,Minas Gerais (MG),4,Gold
CLI-40906,42,Bahia (BA),1,Silver
CLI-53909,25,Minas Gerais (MG),4,Gold
CLI-37123,33,São Paulo (SP),4,Gold
CLI-94186,34,Paraná (PR),1,Silver
CLI-56433,38,Minas Gerais (MG),1,Silver
CLI-60126,22,Rio de Janeiro (RJ),1,Silver
CLI-77461,65,São Paulo (SP),4,Gold
CLI-13429,19,Rio de Janeiro (RJ),2,Silver
CLI-25372,45,Paraná (PR),4,Gold
CLI-24487,24,Minas Gerais (MG),3,Gold
CLI-99364,29,São Paulo (SP),4,Gold
CLI-46068,55,Minas Gerais (MG),2,Silver
CLI-35587,36,São Paulo (SP),4,Gold
CLI-41560,25,Minas Gerais (MG),4,Gold
CLI-62186,51,São Paulo (SP),4,Gold
CLI-78834,61,São Paulo (SP),4,Gold
CLI-32243,42,Bahia (BA),1,Silver
CLI-97362,42,Paraná (PR),1,Silver
CLI-98360,28,Paraná (PR),3,Gold
CLI-35822,38,Bahia (BA),1,Silver
CLI-25543,55,Rio de Janeiro (RJ),2,Silver
CLI-31591,41,Rio de Janeiro (RJ),4,Gold
CLI-72063,27,Rio de Janeiro (RJ),2,Silver
CLI-18185,65,São Paulo (SP),4,Gold
CLI-73520,34,Rio de Janeiro (RJ),1,Silver
CLI-16774,48,Bahia (BA),3,Gold
CLI-96241,65,Bahia (BA),4,Gold
CLI-93650,56,Paraná (PR),3,Gold
CLI-12762,49,Bahia (BA),4,Gold
CLI-95885,59,Minas Gerais (MG),2,Silver
CLI-82941,52,Paraná (PR),3,Gold
CLI-91921,47,Bahia (BA),2,Silver
CLI-86048,62,São Paulo (SP),1,Silver
CLI-82174,41,Paraná (PR),4,Gold
CLI-76687,58,Paraná (PR),1,Silver
CLI-12409,51,Bahia (BA),2,Silver
CLI-41492,37,Rio de Janeiro (RJ),4,Gold
CLI-17916,21,Bahia (BA),4,Gold
CLI-50890,31,Rio de Janeiro (RJ),2,Silver
CLI-20506,49,Paraná (PR),4,Gold
CLI-90761,35,Rio de Janeiro (RJ),2,Silver
CLI-87207,19,Paraná (PR),2,Silver
CLI-85307,51,Rio de Janeiro (RJ),2,Silver
CLI-95483,53,Bahia (BA),4,Gold
CLI-76182,42,Rio de Janeiro (RJ),1,Silver
CLI-69100,28,São Paulo (SP),3,Gold
CLI-73415,31,Bahia (BA),2,Silver
CLI-52894,40,São Paulo (SP),4,Gold
CLI-80871,30,Paraná (PR),1,Silver
CLI-36895,22,Bahia (BA),1,Silver
CLI-33026,45,Minas Gerais (MG),4,Gold
CLI-59792,56,Minas Gerais (MG),3,Gold
CLI-29713,45,Rio de Janeiro (RJ),4,Gold
CLI-51423,63,Paraná (PR),2,Silver
CLI-12499,24,Rio de Janeiro (RJ),3,Gold
CLI-82071,51,Bahia (BA),2,Silver
CLI-33467,30,Minas Gerais (MG),1,Silver
CLI-79077,61,Bahia (BA),4,Gold
CLI-31609,50,Paraná (PR),1,Silver
CLI-60471,32,São Paulo (SP),3,Gold
CLI-53447,43,São Paulo (SP),4,Gold
CLI-98091,51,São Paulo (SP),4,Gold
CLI-97024,63,Bahia (BA),2,Silver
CLI-28781,37,São Paulo (SP),4,Gold
CLI-68403,58,Minas Gerais (MG),1,Silver
CLI-63373,27,Bahia (BA),2,Silver
CLI-42354,52,Paraná (PR),3,Gold
CLI-36961,27,Minas Gerais (MG),2,Silver
CLI-51430,37,Rio de Janeiro (RJ),4,Gold
CLI-23343,59,São Paulo (SP),2,Silver
CLI-40304,34,São Paulo (SP),1,Silver
CLI-46498,47,Minas Gerais (MG),2,Silver
CLI-15270,51,São Paulo (SP),4,Gold
CLI-94015,25,São Paulo (SP),4,Gold
CLI-58117,24,Rio de Janeiro (RJ),3,Gold
CLI-65442,28,Rio de Janeiro (RJ),3,Gold
CLI-70600,24,Rio de Janeiro (RJ),3,Gold
CLI-49925,45,Paraná (PR),4,Gold
CLI-39422,39,São Paulo (SP),4,Gold
CLI-85473,53,Paraná (PR),4,Gold
CLI-22592,33,Rio de Janeiro (RJ),4,Gold
CLI-32826,57,Bahia (BA),4,Gold
CLI-71552,20,Minas Gerais (MG),3,Gold
CLI-44974,59,Minas Gerais (MG),2,Silver
CLI-17817,25,Paraná (PR),4,Gold
CLI-69756,52,São Paulo (SP),4,Gold
CLI-74162,25,Rio de Janeiro (RJ),4,Gold
CLI-29161,64,Minas Gerais (MG),3,Gold
CLI-84464,46,Minas Gerais (MG),1,Silver
CLI-27852,49,Bahia (BA),4,Gold
CLI-69546,37,Minas Gerais (MG),4,Gold
CLI-85608,38,Paraná (PR),1,Silver
CLI-59832,50,Rio de Janeiro (RJ),1,Silver
CLI-84229,41,Paraná (PR),4,Gold
CLI-66644,52,São Paulo (SP),4,Gold
CLI-84795,65,Paraná (PR),4,Gold
CLI-14230,40,Bahia (BA),3,Gold
CLI-60867,65,Rio de Janeiro (RJ),4,Gold
CLI-73455,50,São Paulo (SP),4,Gold
CLI-75175,52,Minas Gerais (MG),3,Gold
CLI-81075,19,São Paulo (SP),2,Silver
CLI-40616,21,Paraná (PR),4,Gold
CLI-40632,36,Bahia (BA),3,Gold
CLI-66977,60,Minas Gerais (MG),3,Gold
CLI-74658,54,Minas Gerais (MG),1,Silver
CLI-99442,25,Minas Gerais (MG),4,Gold
CLI-72661,39,Minas Gerais (MG),2,Silver
CLI-45270,36,Rio de Janeiro (RJ),3,Gold
CLI-35154,59,Rio de Janeiro (RJ),2,Silver
CLI-83494,26,Bahia (BA),1,Silver
CLI-41564,41,Paraná (PR),4,Gold
CLI-44922,40,Minas Gerais (MG),3,Gold
CLI-78374,48,Rio de Janeiro (RJ),3,Gold
CLI-45416,61,Rio de Janeiro (RJ),4,Gold
CLI-70174,56,São Paulo (SP),3,Gold
CLI-88768,63,Bahia (BA),2,Silver
CLI-93935,47,Bahia (BA),2,Silver
CLI-29663,43,Minas Gerais (MG),2,Silver
CLI-80424,63,Rio de Janeiro (RJ),2,Silver
CLI-19422,31,Rio de Janeiro (RJ),2,Silver
CLI-89204,44,Minas Gerais (MG),3,Gold
CLI-82285,57,Minas Gerais (MG),4,Gold
CLI-69035,47,Minas Gerais (MG),2,Silver
CLI-52885,47,Rio de Janeiro (RJ),2,Silver
CLI-92612,29,Paraná (PR),4,Gold
CLI-66250,23,São Paulo (SP),2,Silver
CLI-92742,59,São Paulo (SP),2,Silver
CLI-10004,65,São Paulo (SP),4,Gold
CLI-91918,30,São Paulo (SP),1,Silver
CLI-16988,52,Rio de Janeiro (RJ),3,Gold
CLI-88181,65,Bahia (BA),4,Gold
CLI-71514,49,São Paulo (SP),4,Gold
CLI-39653,39,Paraná (PR),2,Silver
CLI-91431,65,São Paulo (SP),4,Gold
CLI-38304,31,Bahia (BA),2,Silver
CLI-39828,65,Minas Gerais (MG),4,Gold
CLI-42259,43,São Paulo (SP),4,Gold
CLI-35641,58,Minas Gerais (MG),1,Silver
CLI-61469,42,São Paulo (SP),4,Gold
CLI-44816,35,Paraná (PR),2,Silver
CLI-75740,22,Paraná (PR),1,Silver
CLI-60742,38,Bahia (BA),1,Silver
CLI-16314,44,São Paulo (SP),4,Gold
CLI-65808,33,Rio de Janeiro (RJ),4,Gold
CLI-72349,46,Bahia (BA),1,Silver
CLI-57782,58,Minas Gerais (MG),1,Silver
CLI-18669,39,Minas Gerais (MG),2,Silver
CLI-72337,24,São Paulo (SP),3,Gold
CLI-17959,19,Bahia (BA),2,Silver
CLI-22445,44,Bahia (BA),3,Gold
CLI-32580,57,Minas Gerais (MG),4,Gold
CLI-82875,28,Minas Gerais (MG),3,Gold
CLI-99884,50,Bahia (BA),1,Silver
CLI-30896,64,São Paulo (SP),3,Gold
CLI-31452,42,São Paulo (SP),4,Gold
CLI-93243,52,Rio de Janeiro (RJ),3,Gold
CLI-10263,20,Rio de Janeiro (RJ),3,Gold
CLI-93879,33,Paraná (PR),4,Gold
CLI-75538,47,Bahia (BA),2,Silver
CLI-29750,58,Minas Gerais (MG),1,Silver
CLI-82149,54,São Paulo (SP),4,Gold
CLI-29723,54,Paraná (PR),1,Silver
CLI-72543,33,São Paulo (SP),4,Gold
CLI-79171,43,Minas Gerais (MG),2,Silver
CLI-76579,35,São Paulo (SP),4,Gold
CLI-36716,52,São Paulo (SP),4,Gold
CLI-40175,52,Bahia (BA),3,Gold
CLI-72441,21,São Paulo (SP),4,Gold
CLI-40276,52,São Paulo (SP),4,Gold
CLI-86458,63,Bahia (BA),2,Silver
CLI-57746,20,Paraná (PR),3,Gold
CLI-92703,30,Paraná (PR),1,Silver
CLI-18025,63,Paraná (PR),2,Silver
CLI-16388,62,Rio de Janeiro (RJ),1,Silver
CLI-85447,37,Paraná (PR),4,Gold
CLI-60148,35,Bahia (BA),2,Silver
CLI-87514,34,Minas Gerais (MG),1,Silver
CLI-12104,20,Rio de Janeiro (RJ),3,Gold
CLI-51542,60,São Paulo (SP),3,Gold
CLI-78858,35,Paraná (PR),2,Silver
CLI-41704,65,Rio de Janeiro (RJ),4,Gold
CLI-30632,43,Bahia (BA),2,Silver
CLI-35374,26,Bahia (BA),1,Silver
CLI-24733,23,Paraná (PR),2,Silver
CLI-61385,45,Minas Gerais (MG),4,Gold
CLI-43870,59,Rio de Janeiro (RJ),2,Silver
CLI-12433,58,Bahia (BA),1,Silver
CLI-99680,45,Bahia (BA),4,Gold
CLI-21038,46,Bahia (BA),1,Silver
CLI-46065,34,Paraná (PR),1,Silver
CLI-72658,59,Bahia (BA),2,Silver
CLI-30655,49,São Paulo (SP),4,Gold
CLI-28902,27,Minas Gerais (MG),2,Silver
CLI-93994,23,Paraná (PR),2,Silver
CLI-20889,21,Bahia (BA),4,Gold
CLI-48459,22,Bahia (BA),1,Silver
CLI-42034,19,Minas Gerais (MG),2,Silver
CLI-37221,19,Rio de Janeiro (RJ),2,Silver
CLI-35237,19,Paraná (PR),2,Silver
CLI-44773,36,Paraná (PR),3,Gold
CLI-45328,27,Bahia (BA),2,Silver
CLI-19688,32,Rio de Janeiro (RJ),3,Gold
CLI-77822,33,Minas Gerais (MG),4,Gold
CLI-60928,64,Paraná (PR),3,Gold
CLI-99604,18,Minas Gerais (MG),1,Silver
CLI-53357,45,Bahia (BA),4,Gold
CLI-71452,18,Bahia (BA),1,Silver
CLI-86916,21,Minas Gerais (MG),4,Gold
CLI-58742,52,Paraná (PR),3,Gold
CLI-37128,41,São Paulo (SP),4,Gold
CLI-32901,46,Rio de Janeiro (RJ),1,Silver
CLI-34455,51,Minas Gerais (MG),2,Silver
CLI-29712,25,Rio de Janeiro (RJ),4,Gold
CLI-16676,52,Paraná (PR),3,Gold
CLI-65075,41,São Paulo (SP),4,Gold
CLI-11820,34,Minas Gerais (MG),1,Silver
CLI-21238,59,São Paulo (SP),2,Silver
CLI-99219,49,Bahia (BA),4,Gold
CLI-85869,59,Bahia (BA),2,Silver
CLI-74215,47,Paraná (PR),2,Silver
